Time (ms),-200 pA,125 pA,150 pA,175 pA
0.0,-85.357666015625,-85.2508544921875,-85.3546142578125,-85.1165771484375
0.0333500083375021,-85.3363037109375,-85.3912353515625,-85.302734375,-85.1348876953125
0.0667000166750042,-85.3546142578125,-85.333251953125,-85.260009765625,-85.101318359375
0.10005002501250632,-85.357666015625,-85.3271484375,-85.3057861328125,-85.0738525390625
0.1334000333500084,-85.3118896484375,-85.308837890625,-85.33935546875,-85.1165771484375
0.1667500416875105,-85.29052734375,-85.272216796875,-85.284423828125,-85.1226806640625
0.20010005002501263,-85.382080078125,-85.2294921875,-85.2508544921875,-85.05859375
0.23345005836251473,-85.4217529296875,-85.272216796875,-85.2752685546875,-85.0189208984375
0.2668000667000168,-85.3668212890625,-85.2996826171875,-85.3118896484375,-85.113525390625
0.30015007503751895,-85.3790283203125,-85.3118896484375,-85.3485107421875,-85.137939453125
0.333500083375021,-85.3912353515625,-85.2508544921875,-85.345458984375,-85.0677490234375
0.36685009171252314,-85.41259765625,-85.2203369140625,-85.3485107421875,-85.0830078125
0.40020010005002526,-85.3424072265625,-85.272216796875,-85.3515625,-85.15625
0.43355010838752733,-85.3363037109375,-85.321044921875,-85.2264404296875,-85.150146484375
0.46690011672502946,-85.4034423828125,-85.3118896484375,-85.1409912109375,-85.0677490234375
0.5002501250625315,-85.369873046875,-85.2996826171875,-85.11962890625,-85.07080078125
0.5336001334000336,-85.3363037109375,-85.25390625,-85.33935546875,-85.137939453125
0.5669501417375358,-85.33935546875,-85.333251953125,-85.394287109375,-85.125732421875
0.6003001500750379,-85.3912353515625,-85.369873046875,-85.321044921875,-85.0677490234375
0.6336501584125399,-85.3515625,-85.3485107421875,-85.2264404296875,-85.0555419921875
0.667000166750042,-85.3057861328125,-85.2874755859375,-85.272216796875,-85.0982666015625
0.7003501750875442,-85.3668212890625,-85.296630859375,-85.308837890625,-85.11962890625
0.7337001834250463,-85.3607177734375,-85.321044921875,-85.308837890625,-85.1226806640625
0.7670501917625484,-85.2935791015625,-85.3668212890625,-85.2691650390625,-85.0616455078125
0.8004002001000505,-85.302734375,-85.3515625,-85.2783203125,-85.1318359375
0.8337502084375525,-85.36376953125,-85.2874755859375,-85.3363037109375,-85.174560546875
0.8671002167750547,-85.308837890625,-85.2569580078125,-85.3485107421875,-85.064697265625
0.9004502251125568,-85.345458984375,-85.3424072265625,-85.2935791015625,-84.9945068359375
0.9338002334500589,-85.382080078125,-85.345458984375,-85.2813720703125,-85.0067138671875
0.967150241787561,-85.3759765625,-85.3302001953125,-85.31494140625,-85.0494384765625
1.000500250125063,-85.33935546875,-85.29052734375,-85.36376953125,-85.1593017578125
1.0338502584625653,-85.3790283203125,-85.2569580078125,-85.302734375,-85.1165771484375
1.0672002668000673,-85.4095458984375,-85.2935791015625,-85.235595703125,-85.07080078125
1.1005502751375693,-85.3668212890625,-85.3302001953125,-85.21728515625,-85.0921630859375
1.1339002834750715,-85.3240966796875,-85.321044921875,-85.247802734375,-85.125732421875
1.1672502918125736,-85.3485107421875,-85.2935791015625,-85.29052734375,-85.0555419921875
1.2006003001500758,-85.3790283203125,-85.272216796875,-85.3118896484375,-85.07080078125
1.2339503084875778,-85.3424072265625,-85.3302001953125,-85.2783203125,-85.04638671875
1.2673003168250798,-85.357666015625,-85.3271484375,-85.2447509765625,-85.1409912109375
1.300650325162582,-85.4095458984375,-85.3424072265625,-85.3057861328125,-85.150146484375
1.334000333500084,-85.4034423828125,-85.321044921875,-85.3515625,-85.14404296875
