Time (ms),-200 pA,75 pA,100 pA,125 pA
0.0,-80.328369140625,-80.4901123046875,-80.4290771484375,-79.98046875
0.0333500083375021,-80.2520751953125,-80.46875,-80.4046630859375,-79.9957275390625
0.0667000166750042,-80.2459716796875,-80.523681640625,-80.38330078125,-80.0201416015625
0.10005002501250632,-80.2764892578125,-80.4840087890625,-80.43212890625,-80.084228515625
0.1334000333500084,-80.328369140625,-80.45654296875,-80.4595947265625,-80.023193359375
0.1667500416875105,-80.3497314453125,-80.48095703125,-80.401611328125,-79.9957275390625
0.20010005002501263,-80.3924560546875,-80.5084228515625,-80.352783203125,-80.0537109375
0.23345005836251473,-80.3741455078125,-80.48095703125,-80.3802490234375,-80.126953125
0.2668000667000168,-80.322265625,-80.426025390625,-80.401611328125,-80.120849609375
0.30015007503751895,-80.2642822265625,-80.46875,-80.38330078125,-80.0994873046875
0.333500083375021,-80.2764892578125,-80.548095703125,-80.322265625,-79.9896240234375
0.36685009171252314,-80.31005859375,-80.462646484375,-80.33447265625,-79.9835205078125
0.40020010005002526,-80.377197265625,-80.4779052734375,-80.352783203125,-80.0262451171875
0.43355010838752733,-80.3619384765625,-80.46875,-80.413818359375,-80.09033203125
0.46690011672502946,-80.3680419921875,-80.52978515625,-80.3558349609375,-80.1025390625
0.5002501250625315,-80.3619384765625,-80.499267578125,-80.322265625,-80.0933837890625
0.5336001334000336,-80.3131103515625,-80.450439453125,-80.3009033203125,-80.1025390625
0.5669501417375358,-80.2703857421875,-80.4779052734375,-80.37109375,-80.0750732421875
0.6003001500750379,-80.328369140625,-80.5450439453125,-80.389404296875,-80.0689697265625
0.6336501584125399,-80.3558349609375,-80.5328369140625,-80.413818359375,-80.0506591796875
0.667000166750042,-80.4168701171875,-80.5145263671875,-80.3680419921875,-79.99267578125
0.7003501750875442,-80.38330078125,-80.419921875,-80.3375244140625,-80.01708984375
0.7337001834250463,-80.364990234375,-80.4534912109375,-80.3070068359375,-80.0567626953125
0.7670501917625484,-80.3070068359375,-80.4962158203125,-80.3131103515625,-80.120849609375
0.8004002001000505,-80.2703857421875,-80.487060546875,-80.291748046875,-80.108642578125
0.8337502084375525,-80.31005859375,-80.4229736328125,-80.316162109375,-80.0567626953125
0.8671002167750547,-80.3497314453125,-80.4046630859375,-80.3955078125,-80.023193359375
0.9004502251125568,-80.3802490234375,-80.4595947265625,-80.46875,-80.059814453125
0.9338002334500589,-80.3985595703125,-80.548095703125,-80.4443359375,-80.0933837890625
0.967150241787561,-80.352783203125,-80.55419921875,-80.43212890625,-80.078125
1.000500250125063,-80.35888671875,-80.55419921875,-80.3253173828125,-80.023193359375
1.0338502584625653,-80.340576171875,-80.48095703125,-80.3436279296875,-80.0506591796875
1.0672002668000673,-80.3070068359375,-80.474853515625,-80.3802490234375,-80.0140380859375
1.1005502751375693,-80.322265625,-80.4595947265625,-80.37109375,-80.047607421875
1.1339002834750715,-80.3619384765625,-80.4718017578125,-80.328369140625,-80.078125
1.1672502918125736,-80.401611328125,-80.4534912109375,-80.3436279296875,-80.0628662109375
1.2006003001500758,-80.3955078125,-80.474853515625,-80.3253173828125,-80.0323486328125
1.2339503084875778,-80.3436279296875,-80.535888671875,-80.35888671875,-80.0201416015625
1.2673003168250798,-80.3070068359375,-80.548095703125,-80.413818359375,-80.0262451171875
1.300650325162582,-80.255126953125,-80.4840087890625,-80.4473876953125,-80.0994873046875
1.334000333500084,-80.2459716796875,-80.4656982421875,-80.401611328125,-80.1055908203125
1.3673503418375863,-80.3070068359375,-80.4443359375,-80.3436279296875,-80.096435546875
1.4007003501750883,-80.3680419921875,-80.4901123046875,-80.3558349609375,-80.0201416015625
1.4340503585125903,-80.377197265625,-80.5511474609375,-80.401611328125,-79.9957275390625
1.4674003668500926,-80.352783203125,-80.5328369140625,-80.4412841796875,-79.986572265625
1.5007503751875946,-80.340576171875,-80.4779052734375,-80.4107666015625,-80.0323486328125
1.5341003835250968,-80.322265625,-80.4931640625,-80.3558349609375,-80.0506591796875
1.5674503918625988,-80.3070068359375,-80.517578125,-80.352783203125,-80.0262451171875
1.600800400200101,-80.3131103515625,-80.5328369140625,-80.328369140625,-80.0079345703125
1.634150408537603,-80.31005859375,-80.5328369140625,-80.426025390625,-79.986572265625
1.667500416875105,-80.35888671875,-80.5206298828125,-80.413818359375,-79.9652099609375
1.7008504252126073,-80.3924560546875,-80.50537109375,-80.3863525390625,-80.0384521484375
1.7342004335501093,-80.3802490234375,-80.5084228515625,-80.3741455078125,-80.0872802734375
1.7675504418876116,-80.3497314453125,-80.5145263671875,-80.3802490234375,-80.09033203125
1.8009004502251136,-80.3253173828125,-80.5389404296875,-80.38330078125,-80.0384521484375
1.8342504585626156,-80.3009033203125,-80.52978515625,-80.413818359375,-80.0079345703125
1.8676004669001178,-80.267333984375,-80.4840087890625,-80.3924560546875,-79.9835205078125
1.9009504752376198,-80.303955078125,-80.4443359375,-80.3955078125,-80.0140380859375
1.934300483575122,-80.352783203125,-80.50537109375,-80.3253173828125,-80.047607421875
1.967650491912624,-80.340576171875,-80.523681640625,-80.303955078125,-80.0750732421875
2.001000500250126,-80.3955078125,-80.5267333984375,-80.2978515625,-80.0384521484375
2.0343505085876283,-80.37109375,-80.5267333984375,-80.352783203125,-80.023193359375
2.0677005169251306,-80.340576171875,-80.487060546875,-80.377197265625,-79.99267578125
2.1010505252626324,-80.328369140625,-80.474853515625,-80.3863525390625,-79.9957275390625
2.1344005336001346,-80.3070068359375,-80.462646484375,-80.352783203125,-80.0567626953125
2.167750541937637,-80.28564453125,-80.499267578125,-80.322265625,-80.0750732421875
2.2011005502751386,-80.3253173828125,-80.548095703125,-80.2734375,-80.072021484375
2.234450558612641,-80.364990234375,-80.560302734375,-80.2978515625,-80.0567626953125
2.267800566950143,-80.35888671875,-80.499267578125,-80.35888671875,-80.023193359375
2.3011505752876453,-80.3253173828125,-80.4718017578125,-80.4046630859375,-80.0140380859375
2.334500583625147,-80.3558349609375,-80.4901123046875,-80.3466796875,-80.0079345703125
2.3678505919626494,-80.322265625,-80.5572509765625,-80.3131103515625,-80.04150390625
2.4012006003001516,-80.316162109375,-80.5511474609375,-80.31005859375,-80.078125
2.4345506086376534,-80.2947998046875,-80.5450439453125,-80.3253173828125,-80.0872802734375
2.4679006169751556,-80.2642822265625,-80.511474609375,-80.3680419921875,-80.04150390625
2.501250625312658,-80.2764892578125,-80.4656982421875,-80.4412841796875,-80.010986328125
2.5346006336501596,-80.2947998046875,-80.474853515625,-80.4229736328125,-80.04150390625
2.567950641987662,-80.303955078125,-80.535888671875,-80.3802490234375,-80.0750732421875
2.601300650325164,-80.364990234375,-80.5328369140625,-80.3436279296875,-80.0872802734375
2.6346506586626663,-80.3680419921875,-80.5206298828125,-80.3436279296875,-80.09033203125
2.668000667000168,-80.3314208984375,-80.4840087890625,-80.3924560546875,-80.0262451171875
2.7013506753376704,-80.2886962890625,-80.462646484375,-80.364990234375,-80.0323486328125
2.7347006836751726,-80.267333984375,-80.4718017578125,-80.4168701171875,-79.998779296875
2.7680506920126744,-80.2734375,-80.5145263671875,-80.413818359375,-80.01708984375
